Período Ocorrência,Cidade,Descrição Local,Rubrica,Cidade Veículo,Cor Veículo,Ano Modelo,Tipo Veículo,Modelo Veículo,Marca Veículo,contagem_descricaolocal,contagem_modelo_veic
PELA MANHÃ,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Prata,2011,AUTOMOVEL,SIENA EL FLEX,FIAT,22353,14
A NOITE,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,BELO HORIZONTE,Prata,2020,AUTOMOVEL,KA SE 1.0 HA C,FORD,22353,175
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,2020,AUTOMOVEL,KA SE 1.0 HA C,FORD,22353,175
A TARDE,BARUERI,Residência,Furto (art. 155) - VEICULO,BARUERI,Preta,2010,MOTONETA,BIZ 125 KS,HONDA,1162,7
DE MADRUGADA,MAUA,Area não ocupada,Furto (art. 155) - VEICULO,S.PAULO,Branco,1985,CAMINHÃO,VW 13.130,VW,43,1
A TARDE,OSASCO,Estacionamento público,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,MOTOCICLO,HONDA,H,962,55
DE MADRUGADA,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,AUTOMOVEL,PARATI CL 1.6 MI,VW,22353,10
A TARDE,TABOAO DA SERRA,Via pública,Furto (art. 155) - VEICULO,ITAJAI,Prata,0,AUTOMOVEL,TUCSON GLSB,HYUNDAI,22353,127
EM HORA INCERTA,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Prata,2017,AUTOMOVEL,SANDERO EXPR 10,RENAULT,22353,66
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Preta,2021,MOTOCICLO,YS150 FAZER SED,YAMAHA,22353,74
EM HORA INCERTA,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Azul,1995,AUTOMOVEL,CORSA WIND,GM,22353,785
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,0,AUTOMOVEL,CITY EX FLEX,HONDA,22353,5
A NOITE,ITAPEVI,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,0,AUTOMOVEL,GOL 1000,VW,22353,68
A NOITE,FRANCO DA ROCHA,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Vermelho,0,AUTOMOVEL,2008 ALLURE A,PEUGEOT,22353,3
PELA MANHÃ,FRANCO DA ROCHA,Estacionamento particular,Furto (art. 155) - VEICULO,FRANCO DA ROCHA,Preta,0,MOTOCICLO,NXR160 BROS ESDD,HONDA,381,91
A NOITE,FRANCO DA ROCHA,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Vermelho,0,AUTOMOVEL,2008 ALLURE A,PEUGEOT,22353,3
PELA MANHÃ,EMBU DAS ARTES,Via pública,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Cinza,1995,AUTOMOVEL,ELBA 1.6 IE,FIAT,22353,2
DE MADRUGADA,OSASCO,Outros,Furto (art. 155) - VEICULO,OSASCO,Prata,0,AUTOMOVEL,FIAT PALIO FIRE FLEX,I,645,6
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Prata,0,AUTOMOVEL,MONTANA LS1,CHEVROLET,22353,3
PELA MANHÃ,OSASCO,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
PELA MANHÃ,OSASCO,Via pública,Entrega de veículo localizado/apreendido,CARAPICUIBA,Branco,0,AUTOMOVEL,FOX 1.0 BLUEM. GII,VW,22353,7
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Branco,0,AUTOMOVEL,FOX 1.0 BLUEM. GII,VW,22353,7
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,1993,AUTOMOVEL,GOL 1000,VW,22353,68
A TARDE,OSASCO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A TARDE,OSASCO,Via pública,Localização/Apreensão e Entrega de veículo,OSASCO,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,22353,1278
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Vermelho,0,MOTOCICLO,CG 160 FAN,HONDA,22353,1278
EM HORA INCERTA,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Prata,2011,AUTOMOVEL,PALIO FIRE ECONOMY,FIAT,22353,91
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Entrega de veículo localizado/apreendido,FERRAZ DE VASCONCELO,Cinza,0,AUTOMOVEL,IDEA ELX FLEX,FIAT,22353,21
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,FERRAZ DE VASCONCELO,Cinza,0,AUTOMOVEL,IDEA ELX FLEX,FIAT,22353,21
DE MADRUGADA,S.PAULO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,AUTOMOVEL,KA SE 1.0 HA C,FORD,22353,175
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,2017,AUTOMOVEL,KA SE 1.0 HA B,FORD,22353,254
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Prata,2017,AUTOMOVEL,NOVO GOL TL MBV,VW,22353,21
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Prata,2017,AUTOMOVEL,NOVO GOL TL MBV,VW,22353,21
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Cinza,0,AUTOMOVEL,COBALT 18A LTZ,CHEVROLET,22353,135
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,MAUA,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A NOITE,MAUA,Via pública,Localização/Apreensão e Entrega de veículo,S.PAULO,Branco,2020,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,22353,126
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,2020,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,22353,126
A TARDE,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
A TARDE,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,BELO HORIZONTE,Cinza,2022,AUTOMOVEL,VW VOYAGE GL,IMP,22353,14
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Cinza,2022,AUTOMOVEL,VW VOYAGE GL,IMP,22353,14
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Vermelho,0,MOTOCICLO,CG 150 TITAN KS,HONDA,22353,136
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,LIMEIRA,Verde,0,AUTOMOVEL,FIAT PREMIO CS 1.5,FIAT,22353,6
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Localização/Apreensão e Entrega de veículo,S.CAETANO DO SUL,Azul,0,AUTOMOVEL,ESCORT 1.8I GL,FORD,22353,6
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.CAETANO DO SUL,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Azul,0,AUTOMOVEL,ESCORT 1.8I GL,FORD,22353,6
A NOITE,DIADEMA,Saúde,Localização/Apreensão e Entrega de veículo,,,0,,,,38,0
A NOITE,DIADEMA,Saúde,Localização/Apreensão e Entrega de veículo,DIADEMA,Vermelho,2020,MOTOCICLO,CG 160 FAN,HONDA,38,1278
A NOITE,DIADEMA,Saúde,Furto (art. 155) - VEICULO,,,0,,,,38,0
A NOITE,DIADEMA,Saúde,Furto (art. 155) - VEICULO,DIADEMA,Vermelho,2020,MOTOCICLO,CG 160 FAN,HONDA,38,1278
PELA MANHÃ,MOGI DAS CRUZES,Condominio Residencial,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Branco,1993,AUTOMOVEL,UNO CS IE,FIAT,330,16
A TARDE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Cinza,2016,AUTOMOVEL,ONIX 1.4AT LTZ,CHEVROLET,22353,150
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Vermelho,2022,MOTONETA,ELITE 125,HONDA,22353,37
A NOITE,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,SUZANO,Prata,1998,AUTOMOVEL,KA,FORD,22353,63
PELA MANHÃ,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2007,AUTOMOVEL,CORSA HATCH MAXX,GM,22353,35
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,MAUA,Cinza,2015,AUTOMOVEL,HB20S 1.0M COMF,HYUNDAI,22353,36
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,MAUA,Cinza,2015,AUTOMOVEL,HB20S 1.0M COMF,HYUNDAI,22353,36
A TARDE,FERRAZ DE VASCONCELOS,Via pública,Furto (art. 155) - VEICULO,FERRAZ DE VASCONCELO,Prata,2012,CAMIONETA,HYUNDAI IX35 2.0,I,22353,15
A TARDE,RIBEIRAO PIRES,Via pública,Furto (art. 155) - VEICULO,RIBEIRAO PIRES,Branco,2017,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
DE MADRUGADA,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,2000,CAMINHONETE,FIORINO IE,FIAT,22353,77
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,0,AUTOMOVEL,GOL 1.0,VW,22353,105
PELA MANHÃ,GUARULHOS,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
PELA MANHÃ,GUARULHOS,Via pública,Entrega de veículo localizado/apreendido,GUARULHOS,Verde,0,MOTOCICLO,XRE 300 ABS,HONDA,22353,179
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Verde,0,MOTOCICLO,XRE 300 ABS,HONDA,22353,179
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,0,AUTOMOVEL,T CROSS SENSE TSI AD,VW,22353,80
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,0,AUTOMOVEL,ONIX JOY BLACK,CHEV,22353,25
DE MADRUGADA,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Azul,2004,AUTOMOVEL,UNO MILLE FIRE,FIAT,22353,39
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,0,AUTOMOVEL,MONTANA LS,CHEVROLET,22353,50
PELA MANHÃ,MAIRIPORA,Via pública,Furto (art. 155) - VEICULO,MAIRIPORA,Vermelho,1995,AUTOMOVEL,GOL ROLLING STONES,VW,22353,7
A TARDE,COTIA,Via pública,Furto (art. 155) - VEICULO,COTIA,Vermelho,2022,MOTOCICLO,CG 160 TITAN,HONDA,22353,662
A TARDE,MAUA,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,0,AUTOMOVEL,ONIX JOY BLACK,CHEV,22353,25
PELA MANHÃ,OSASCO,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,OSASCO,Via pública,Localização/Apreensão e Entrega de veículo,CARAPICUIBA,Prata,2013,AUTOMOVEL,FIAT PALIO ATTRACT 1.4,I,22353,46
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Prata,2013,AUTOMOVEL,FIAT PALIO ATTRACT 1.4,I,22353,46
EM HORA INCERTA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Branco,2008,UTILITÁRIO,PAJERO SPORT HPE,MMC,22353,4
A NOITE,FRANCISCO MORATO,Via pública,Furto (art. 155) - VEICULO,FRANCISCO MORATO,Preta,2022,MOTOCICLO,CG 160 START,HONDA,22353,433
DE MADRUGADA,CARAPICUIBA,Estacionamento particular,Furto (art. 155) - VEICULO,CARAPICUIBA,Branco,2018,CAMINHONETE,MASTER FUR L2H2,RENAULT,381,5
DE MADRUGADA,S.PAULO,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
DE MADRUGADA,S.PAULO,Via pública,Entrega de veículo localizado/apreendido,S.PAULO,Preta,0,AUTOMOVEL,KA SE 1.0 HA C,FORD,22353,175
DE MADRUGADA,S.PAULO,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,S.PAULO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,AUTOMOVEL,KA SE 1.0 HA C,FORD,22353,175
A NOITE,CAJAMAR,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Cinza,0,AUTOMOVEL,SANDERO EXPR 16,RENAULT,22353,17
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Preta,2021,MOTOCICLO,YBR150 FACTOR ED,YAMAHA,22353,88
DE MADRUGADA,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,0,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,22353,126
A TARDE,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Cinza,2012,AUTOMOVEL,UNO VIVACE 1.0,FIAT,22353,124
DE MADRUGADA,EMBU DAS ARTES,Comércio e serviços,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Branco,2008,ONIBUS,BUSSCAR URBPLUS U,MBENZ,603,1
DE MADRUGADA,EMBU DAS ARTES,Comércio e serviços,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Branco,2006,ONIBUS,9150 NEOBUS THUNDER,VW,603,1
PELA MANHÃ,GUARULHOS,Estacionamento particular,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,AUTOMOVEL,JEEP COMPASS SPORT,I,381,4
PELA MANHÃ,SUZANO,Via pública,Furto (art. 155) - VEICULO,ARUJA,Prata,0,MOTOCICLO,PCX 150,HONDA,22353,234
DE MADRUGADA,S.BERNARDO DO CAMPO,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Branco,0,AUTOMOVEL,GOL CL,VW,22353,103
A TARDE,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,SUZANO,Prata,0,AUTOMOVEL,NOVO GOL TL MBV,VW,22353,21
DE MADRUGADA,S.ANDRE,Comércio e serviços,Furto (art. 155) - VEICULO,S.ANDRE,Branco,2022,CAMINHONETE,HR HDB,HYUNDAI,603,100
A NOITE,DIADEMA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,MOTOCICLO,CG 160 FAN ESDI,HONDA,22353,111
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Preta,0,AUTOMOVEL,NOVA SAVEIRO RB MBVS,VW,22353,78
A NOITE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Prata,0,MOTOCICLO,CG 160 START,HONDA,22353,433
A NOITE,ITAQUAQUECETUBA,Estacionamento público,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Vermelho,0,MOTOCICLO,CB 300R,HONDA,962,115
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Prata,0,AUTOMOVEL,FOX 1.0,VW,22353,89
A TARDE,OSASCO,Estacionamento público,Furto (art. 155) - VEICULO,S.PAULO,Branco,0,AUTOMOVEL,MONTANA LS,CHEVROLET,962,50
A NOITE,ITAPEVI,Via pública,Furto (art. 155) - VEICULO,ITAPEVI,Prata,0,AUTOMOVEL,CLASSIC LIFE,GM,22353,29
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Preta,0,MOTOCICLO,CG 160 FAN,HONDA,22353,1278
PELA MANHÃ,GUARULHOS,Residência,Localização/Apreensão e Entrega de veículo,,,0,,,,1162,0
PELA MANHÃ,GUARULHOS,Residência,Localização/Apreensão e Entrega de veículo,GUARULHOS,Cinza,2019,MOTOCICLO,CG 160 FAN,HONDA,1162,1278
PELA MANHÃ,GUARULHOS,Residência,Furto (art. 155) - VEICULO,,,0,,,,1162,0
PELA MANHÃ,GUARULHOS,Residência,Furto (art. 155) - VEICULO,GUARULHOS,Cinza,2019,MOTOCICLO,CG 160 FAN,HONDA,1162,1278
DE MADRUGADA,ITAQUAQUECETUBA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,0,AUTOMOVEL,GOL SPECIAL,VW,952,196
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Verde,1991,AUTOMOVEL,MONZA SL,GM,22353,120
A NOITE,DIADEMA,Via pública,Furto (art. 155) - VEICULO,DIADEMA,Preta,0,AUTOMOVEL,CG 150 TITAN KS,HONDA,22353,136
DE MADRUGADA,SUZANO,Via pública,Furto (art. 155) - VEICULO,SUZANO,Vermelho,2013,AUTOMOVEL,SIENA ATTRACTIV 1.4,FIAT,22353,87
DE MADRUGADA,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Cinza,0,AUTOMOVEL,KA SE 1.0 HA C,FORD,22353,175
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.CAETANO DO SUL,Prata,0,AUTOMOVEL,HYUNDAI TUCSON GLS,I,22353,7
EM HORA INCERTA,COTIA,Via pública,Furto (art. 155) - VEICULO,COTIA,Vermelho,2013,AUTOMOVEL,HB20 1.0M 1.0 M,HYUNDAI,22353,89
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,COTIA,Azul,0,AUTOMOVEL,NOGUEIRA GOLD CLASS,FORD,22353,1
DE MADRUGADA,EMBU DAS ARTES,Outros,Furto (art. 155) - VEICULO,EMBU DAS ARTES,Vermelho,0,MOTOCICLO,SPEED 150,DAFRA,645,6
DE MADRUGADA,BARUERI,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,BARUERI,Prata,2023,MOTOCICLO,CG 160 TITAN,HONDA,952,662
A TARDE,ITAQUAQUECETUBA,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
A TARDE,ITAQUAQUECETUBA,Via pública,Entrega de veículo localizado/apreendido,ITAQUAQUECETUBA,Prata,2017,AUTOMOVEL,SANDERO EXPR 10,RENAULT,22353,66
A TARDE,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
A TARDE,ITAQUAQUECETUBA,Via pública,Furto (art. 155) - VEICULO,ITAQUAQUECETUBA,Prata,2017,AUTOMOVEL,SANDERO EXPR 10,RENAULT,22353,66
A NOITE,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Vermelho,0,AUTOMOVEL,GOL 1.0,VW,22353,105
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.BERNARDO DO CAMPO,Prata,0,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,22353,319
DE MADRUGADA,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,2019,AUTOMOVEL,ONIX 10MT JOY,CHEVROLET,22353,18
DE MADRUGADA,JANDIRA,Garagem ou abrigo de residência,Furto (art. 155) - VEICULO,JANDIRA,Cinza,2020,MOTOCICLO,XRE 300 ABS,HONDA,952,179
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Verde,1995,AUTOMOVEL,UNO ELETRONIC,FIAT,22353,283
A NOITE,OSASCO,Via pública,Furto (art. 155) - VEICULO,OURINHOS,Amarelo,0,MOTOCICLO,CB 300R,HONDA,22353,115
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Branco,0,AUTOMOVEL,KA SEL 1.0 HA,FORD,22353,25
A TARDE,COTIA,Via pública,Furto (art. 155) - VEICULO,COTIA,Preta,0,AUTOMOVEL,MOBI LIKE,FIAT,22353,349
A TARDE,OSASCO,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,2020,AUTOMOVEL,KA,FORD,22353,63
DE MADRUGADA,BIRITIBA-MIRIM,Via pública,Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Cinza,1985,CAMINHONETE,FORD F 1000,FORD,22353,3
A TARDE,S.ANDRE,Estacionamento público,Furto (art. 155) - VEICULO,S.PAULO,Preta,0,AUTOMOVEL,KA FLEX,FORD,962,43
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Branco,2017,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,22353,319
PELA MANHÃ,OSASCO,Via pública,Furto (art. 155) - VEICULO,ITAPEVI,Branco,2019,MOTOCICLO,NXR160 BROS ESDD,HONDA,22353,91
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Azul,2018,AUTOMOVEL,FIT PERSONAL,HONDA,22353,17
EM HORA INCERTA,OSASCO,Via pública,Furto (art. 155) - VEICULO,OSASCO,Prata,2015,CAMIONETA,ECOSPORT FSL AT 2.0,FORD,22353,6
PELA MANHÃ,MOGI DAS CRUZES,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Azul,2018,AUTOMOVEL,FIT PERSONAL,HONDA,22353,17
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Branco,0,AUTOMOVEL,HB20 1.0M COMFOR,HYUNDAI,22353,319
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Prata,0,AUTOMOVEL,FIT PERSONAL,HONDA,22353,17
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Cinza,2021,AUTOMOVEL,UNO ATTRACTIVE 1.0,FIAT,22353,126
EM HORA INCERTA,COTIA,Via pública,Furto (art. 155) - VEICULO,OSASCO,Prata,2018,AUTOMOVEL,NOVO GOL TL MBV,VW,22353,21
DE MADRUGADA,DIADEMA,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Vermelho,1997,AUTOMOVEL,PALIO WEEKEND,FIAT,22353,7
DE MADRUGADA,EMBU DAS ARTES,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2020,MOTOCICLO,POP 110I,HONDA,22353,122
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Cinza,2021,AUTOMOVEL,NIVUS HL TSI AD,VW,22353,63
A TARDE,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Branco,0,AUTOMOVEL,RENEGADE LNGTD AT D,JEEP,22353,8
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,A.I.-Furto (art. 155) - VEICULO,,,0,,,,22353,0
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,A.I.-Furto (art. 155) - VEICULO,FERRAZ DE VASCONCELO,Preta,2018,AUTOMOVEL,COROLLA GLI18 CVT,TOYOTA,22353,8
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,A.I.-Furto (art. 155) - VEICULO,MOGI DAS CRUZES,Branco,2016,AUTOMOVEL,SANDERO EXPR 10,RENAULT,22353,66
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,Entrega de veículo localizado/apreendido,,,0,,,,22353,0
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,Entrega de veículo localizado/apreendido,FERRAZ DE VASCONCELO,Preta,2018,AUTOMOVEL,COROLLA GLI18 CVT,TOYOTA,22353,8
DE MADRUGADA,FERRAZ DE VASCONCELOS,Via pública,Entrega de veículo localizado/apreendido,MOGI DAS CRUZES,Branco,2016,AUTOMOVEL,SANDERO EXPR 10,RENAULT,22353,66
PELA MANHÃ,MAUA,Via pública,Furto (art. 155) - VEICULO,BELO HORIZONTE,Branco,0,AUTOMOVEL,ARGO 1.0,FIAT,22353,120
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Localização/Apreensão e Entrega de veículo,S.ANDRE,Prata,2020,AUTOMOVEL,FOX XTREME MB,VW,22353,81
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,,,0,,,,22353,0
PELA MANHÃ,S.ANDRE,Via pública,Furto (art. 155) - VEICULO,S.ANDRE,Prata,2020,AUTOMOVEL,FOX XTREME MB,VW,22353,81
PELA MANHÃ,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,S.PAULO,Preta,2016,AUTOMOVEL,LOGAN DYNA 16 M,RENAULT,22353,7
A TARDE,CARAPICUIBA,Via pública,Furto (art. 155) - VEICULO,BARUERI,Cinza,0,MOTOCICLO,HONDA,H,22353,55
A NOITE,GUARULHOS,Via pública,Furto (art. 155) - VEICULO,GUARULHOS,Vermelho,0,MOTOCICLO,HONDA 150,H,22353,45
A TARDE,OSASCO,Estacionamento particular,Furto (art. 155) - VEICULO,BELO HORIZONTE,Prata,2022,AUTOMOVEL,COMPASS LONG TF,JEEP,381,7
PELA MANHÃ,RIBEIRAO PIRES,Via pública,Furto (art. 155) - VEICULO,MAUA,Cinza,0,AUTOMOVEL,IDEA ADVENTURE 1.8,FIAT,22353,48
DE MADRUGADA,BARUERI,Via pública,Furto (art. 155) - VEICULO,CARAPICUIBA,Preta,2009,AUTOMOVEL,POLO 1.6,VW,22353,16
DE MADRUGADA,MAUA,Via pública,Furto (art. 155) - VEICULO,MAUA,Vermelho,1996,AUTOMOVEL,PALIO EL,FIAT,22353,46
